Dosing,Data,Dose_Timing,Ref_ID,Temporal_ID,Time,Converted_Concentration,Metabolite,Dose_Amount,Dose_mg_daily,Dose_Binary,Feeding_State,Sex_Ratio,Sex_Binary,Age_Cont,Age_Binary,Weight,Number,Disease,Disease_Binary,Drug,Drug_Binary,Drug_Reduced,Raw_Concentration,Raw_Units,Unit_Notes,Other_Notes
Single,Single,0,62,84,3,226.2784,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,226.2784,ng/ml,No conversion required,
Single,Single,0,62,84,4,356.6404,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,356.6404,ng/ml,No conversion required,
Single,Single,0,62,84,6,433.4934,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,433.4934,ng/ml,No conversion required,
Single,Single,0,62,84,8,331.6561,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,331.6561,ng/ml,No conversion required,
Single,Single,0,62,84,12,221.0683,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,221.0683,ng/ml,No conversion required,
Single,Single,0,62,84,24,81.5203,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,81.5203,ng/ml,No conversion required,
Single,Single,0,62,84,36,30.3059,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,30.3059,ng/ml,No conversion required,
Single,Single,0,62,84,48,14.1438,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,14.1438,ng/ml,No conversion required,
Single,Single,0,62,84,72,3.2083,AlbSO,400,400,Low,Unclear,0.5,Mixture,36,Adult,NA,24,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,3.2083,ng/ml,No conversion required,
Single,Single,0,63,109,0,0.00E+00,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,0.00E+00,ng/ml,No conversion required,
Single,Single,0,63,109,1,4.6883,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,4.6883,ng/ml,No conversion required,
Single,Single,0,63,109,2,26.8911,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,26.8911,ng/ml,No conversion required,
Single,Single,0,63,109,3,35.9054,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,35.9054,ng/ml,No conversion required,
Single,Single,0,63,109,4,35.1596,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,35.1596,ng/ml,No conversion required,
Single,Single,0,63,109,6,26.5829,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,26.5829,ng/ml,No conversion required,
Single,Single,0,63,109,8,11.741,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,11.741,ng/ml,No conversion required,
Single,Single,0,63,109,12,4.8709,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,4.8709,ng/ml,No conversion required,
Single,Single,0,63,109,24,1.1778,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,1.1778,ng/ml,No conversion required,
Single,Single,0,63,109,48,0.2192,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,0.2192,ng/ml,No conversion required,
Single,Single,0,63,109,72,0.0705,Alb,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,0.0705,ng/ml,No conversion required,
Single,Single,0,63,109,0,0,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,63,109,1,52.5459,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,52.5459,ng/ml,No conversion required,
Single,Single,0,63,109,2,193.2837,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,193.2837,ng/ml,No conversion required,
Single,Single,0,63,109,3,296.0605,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,296.0605,ng/ml,No conversion required,
Single,Single,0,63,109,4,362.1784,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,362.1784,ng/ml,No conversion required,
Single,Single,0,63,109,6,413.2012,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,413.2012,ng/ml,No conversion required,
Single,Single,0,63,109,8,379.4238,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,379.4238,ng/ml,No conversion required,
Single,Single,0,63,109,12,265.6088,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,265.6088,ng/ml,No conversion required,
Single,Single,0,63,109,24,107.2267,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,107.2267,ng/ml,No conversion required,
Single,Single,0,63,109,48,19.3284,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,19.3284,ng/ml,No conversion required,
Single,Single,0,63,109,72,5.2955,AlbSO,400,400,Low,Unclear,0.5,Mixture,25.6,Adult,61.2,12,None,Healthy,DEC + IVM,Yes,IVM_DEC_PQ,5.2955,ng/ml,No conversion required,
Single,Single,0,63,110,0,0.00E+00,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,0.00E+00,ng/ml,No conversion required,
Single,Single,0,63,110,1,6.6627,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,6.6627,ng/ml,No conversion required,
Single,Single,0,63,110,2,17.9681,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,17.9681,ng/ml,No conversion required,
Single,Single,0,63,110,3,23.9922,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,23.9922,ng/ml,No conversion required,
Single,Single,0,63,110,4,23.0135,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,23.0135,ng/ml,No conversion required,
Single,Single,0,63,110,6,19.2945,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,19.2945,ng/ml,No conversion required,
Single,Single,0,63,110,8,10.4788,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,10.4788,ng/ml,No conversion required,
Single,Single,0,63,110,12,6.1145,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,6.1145,ng/ml,No conversion required,
Single,Single,0,63,110,24,1.3612,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,1.3612,ng/ml,No conversion required,
Single,Single,0,63,110,48,0.2081,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,0.2081,ng/ml,No conversion required,
Single,Single,0,63,110,72,0.1734,Alb,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,0.1734,ng/ml,No conversion required,
Single,Single,0,63,110,0,0,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,63,110,1,37.6494,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,37.6494,ng/ml,No conversion required,
Single,Single,0,63,110,2,129.155,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,129.155,ng/ml,No conversion required,
Single,Single,0,63,110,3,196.3041,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,196.3041,ng/ml,No conversion required,
Single,Single,0,63,110,4,261.5221,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,261.5221,ng/ml,No conversion required,
Single,Single,0,63,110,6,303.0271,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,303.0271,ng/ml,No conversion required,
Single,Single,0,63,110,8,282.604,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,282.604,ng/ml,No conversion required,
Single,Single,0,63,110,12,210.4904,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,210.4904,ng/ml,No conversion required,
Single,Single,0,63,110,24,88.334,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,88.334,ng/ml,No conversion required,
Single,Single,0,63,110,48,15.3174,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,15.3174,ng/ml,No conversion required,
Single,Single,0,63,110,72,4.3625,AlbSO,400,400,Low,Unclear,0.462,Mixture,32.3,Adult,64.3,13,None,Healthy,DEC + IVM + AZI,Yes,IVM_DEC_PQ,4.3625,ng/ml,No conversion required,
Single,Single,0,64,111,0,0,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,64,111,0.5,10.975,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,10.975,ng/ml,No conversion required,
Single,Single,0,64,111,1,24.5232,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,24.5232,ng/ml,No conversion required,
Single,Single,0,64,111,1.5,40.987,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,40.987,ng/ml,No conversion required,
Single,Single,0,64,111,2,37.0391,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,37.0391,ng/ml,No conversion required,
Single,Single,0,64,111,2.5,40.467,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,40.467,ng/ml,No conversion required,
Single,Single,0,64,111,3,31.7163,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,31.7163,ng/ml,No conversion required,
Single,Single,0,64,111,3.5,32.2281,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,32.2281,ng/ml,No conversion required,
Single,Single,0,64,111,4,25.3645,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,25.3645,ng/ml,No conversion required,
Single,Single,0,64,111,4.5,17.8148,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,17.8148,ng/ml,No conversion required,
Single,Single,0,64,111,5,10.4367,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,10.4367,ng/ml,No conversion required,
Single,Single,0,64,111,5.5,9.576,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,9.576,ng/ml,No conversion required,
Single,Single,0,64,111,6,8.0297,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,8.0297,ng/ml,No conversion required,
Single,Single,0,64,111,7,5.9659,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,5.9659,ng/ml,No conversion required,
Single,Single,0,64,111,8,4.7602,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,4.7602,ng/ml,No conversion required,
Single,Single,0,64,111,11,1.8276,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1.8276,ng/ml,No conversion required,
Single,Single,0,64,111,15,0.6059,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0.6059,ng/ml,No conversion required,
Single,Single,0,64,111,19,0.756,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0.756,ng/ml,No conversion required,
Single,Single,0,64,111,24,0.2144,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0.2144,ng/ml,No conversion required,
Single,Single,0,64,111,32,0,Alb,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,64,111,0,0,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,64,111,0.5,57.9604,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,57.9604,ng/ml,No conversion required,
Single,Single,0,64,111,1,201.1979,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,201.1979,ng/ml,No conversion required,
Single,Single,0,64,111,1.5,405.0661,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,405.0661,ng/ml,No conversion required,
Single,Single,0,64,111,2,559.3774,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,559.3774,ng/ml,No conversion required,
Single,Single,0,64,111,2.5,614.5448,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,614.5448,ng/ml,No conversion required,
Single,Single,0,64,111,3,642.1607,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,642.1607,ng/ml,No conversion required,
Single,Single,0,64,111,3.5,702.8359,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,702.8359,ng/ml,No conversion required,
Single,Single,0,64,111,4,722.203,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,722.203,ng/ml,No conversion required,
Single,Single,0,64,111,4.5,703.0115,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,703.0115,ng/ml,No conversion required,
Single,Single,0,64,111,5,557.1332,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,557.1332,ng/ml,No conversion required,
Single,Single,0,64,111,5.5,620.558,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,620.558,ng/ml,No conversion required,
Single,Single,0,64,111,6,502.227,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,502.227,ng/ml,No conversion required,
Single,Single,0,64,111,7,411.5289,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,411.5289,ng/ml,No conversion required,
Single,Single,0,64,111,8,378.6451,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,378.6451,ng/ml,No conversion required,
Single,Single,0,64,111,11,282.7905,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,282.7905,ng/ml,No conversion required,
Single,Single,0,64,111,15,189.8354,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,189.8354,ng/ml,No conversion required,
Single,Single,0,64,111,19,165.7444,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,165.7444,ng/ml,No conversion required,
Single,Single,0,64,111,24,136.2997,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,136.2997,ng/ml,No conversion required,
Single,Single,0,64,111,32,88.1176,AlbSO,400,400,Low,Unclear,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,88.1176,ng/ml,No conversion required,
Single,Single,0,64,112,0,0,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,64,112,0.5,9.6029,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,9.6029,ng/ml,No conversion required,
Single,Single,0,64,112,1,41.1615,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,41.1615,ng/ml,No conversion required,
Single,Single,0,64,112,1.5,83.354,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,83.354,ng/ml,No conversion required,
Single,Single,0,64,112,2,98.1026,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,98.1026,ng/ml,No conversion required,
Single,Single,0,64,112,2.5,95.87,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,95.87,ng/ml,No conversion required,
Single,Single,0,64,112,3,83.689,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,83.689,ng/ml,No conversion required,
Single,Single,0,64,112,3.5,72.8799,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,72.8799,ng/ml,No conversion required,
Single,Single,0,64,112,4,79.2239,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,79.2239,ng/ml,No conversion required,
Single,Single,0,64,112,4.5,62.7547,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,62.7547,ng/ml,No conversion required,
Single,Single,0,64,112,5,63.6098,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,63.6098,ng/ml,No conversion required,
Single,Single,0,64,112,5.5,61.2057,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,61.2057,ng/ml,No conversion required,
Single,Single,0,64,112,6,40.7911,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,40.7911,ng/ml,No conversion required,
Single,Single,0,64,112,7,27.5783,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,27.5783,ng/ml,No conversion required,
Single,Single,0,64,112,8,20.3688,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,20.3688,ng/ml,No conversion required,
Single,Single,0,64,112,11,9.8895,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,9.8895,ng/ml,No conversion required,
Single,Single,0,64,112,15,5.4081,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,5.4081,ng/ml,No conversion required,
Single,Single,0,64,112,19,3.6718,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,3.6718,ng/ml,No conversion required,
Single,Single,0,64,112,24,1.9294,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1.9294,ng/ml,No conversion required,
Single,Single,0,64,112,32,1.3719,Alb,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1.3719,ng/ml,No conversion required,
Single,Single,0,64,112,0,0,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,64,112,0.5,55.1568,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,55.1568,ng/ml,No conversion required,
Single,Single,0,64,112,1,261.7917,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,261.7917,ng/ml,No conversion required,
Single,Single,0,64,112,1.5,545.5223,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,545.5223,ng/ml,No conversion required,
Single,Single,0,64,112,2,815.4793,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,815.4793,ng/ml,No conversion required,
Single,Single,0,64,112,2.5,1008.3363,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1008.3363,ng/ml,No conversion required,
Single,Single,0,64,112,3,1165.3972,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1165.3972,ng/ml,No conversion required,
Single,Single,0,64,112,3.5,1215.0526,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1215.0526,ng/ml,No conversion required,
Single,Single,0,64,112,4,1432.6987,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1432.6987,ng/ml,No conversion required,
Single,Single,0,64,112,4.5,1396.9841,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1396.9841,ng/ml,No conversion required,
Single,Single,0,64,112,5,1369.531,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1369.531,ng/ml,No conversion required,
Single,Single,0,64,112,5.5,1339.3283,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1339.3283,ng/ml,No conversion required,
Single,Single,0,64,112,6,1171.4275,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,1171.4275,ng/ml,No conversion required,
Single,Single,0,64,112,7,992.6011,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,992.6011,ng/ml,No conversion required,
Single,Single,0,64,112,8,899.1363,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,899.1363,ng/ml,No conversion required,
Single,Single,0,64,112,11,704.1293,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,704.1293,ng/ml,No conversion required,
Single,Single,0,64,112,15,473.4889,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,473.4889,ng/ml,No conversion required,
Single,Single,0,64,112,19,353.008,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,353.008,ng/ml,No conversion required,
Single,Single,0,64,112,24,262.9909,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,262.9909,ng/ml,No conversion required,
Single,Single,0,64,112,32,162.4766,AlbSO,400,400,Low,Fatty_meal,0.75,Mixture,24.25,Adult,74,12,None,Healthy,None,None,None,162.4766,ng/ml,No conversion required,
Single,Single,0,65,113,0,0,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,2,360.9,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.3609,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,4,703.3,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.7033,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,8,473.5,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.4735,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,12,289,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.289,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,24,139.4,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.1394,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,36,80.4,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.0804,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,48,54.4,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.0544,ug/ml,ug -> ng = * 1000,
Single,Single,0,65,113,72,51.7,AlbSO,400,400,Low,Fatty_meal,0,Female,NA,Adult,NA,6,None,Healthy,None,None,None,0.0517,ug/ml,ug -> ng = * 1000,
